書名,作者,語言,折扣,價格,連結
Flask 2+Vue.js 3實戰派：Python Web開發與運維,楊永剛,簡體書,,708,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11983845/page/7/idx/27/cat/CN1/pdf/1/spell/3
未來工廠超進化!工業4.0的物聯網智慧工廠應用與實作：使用Arduino.Node-RED.Python.Grafana (電子書),王進德,中文電子書,88,457,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050226858/page/7/idx/28/cat/E05/pdf/1/spell/3
從零開始學Python程式設計(ChatGPT加強版)(適用Python 3.10以上) (電子書),李馨,中文電子書,88,519,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050226857/page/7/idx/29/cat/E05/pdf/1/spell/3
Python機器學習超進化：AI影像辨識跨界應用實戰 (電子書),文淵閣工作室  鄧文淵,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050092198/page/7/idx/30/cat/E05/pdf/1/spell/3
零基礎入門的機器學習圖鑑：2大類機器學習╳ 17種演算法 ╳ Python基礎教學，讓你輕鬆學以致用 (電子書),寺田學  杉山阿聖  秋庭伸也  周若珍,中文電子書,,269,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050082708/page/7/idx/31/cat/E05/pdf/1/spell/3
Python大數據特訓班(第三版)：資料自動化收集、整理、清洗、儲存、分析與應用實戰 (電子書),文淵閣工作室,中文電子書,,520,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050154570/page/7/idx/32/cat/E05/pdf/1/spell/3
用Python學AI理論與程式實作(涵蓋Certiport ITS AI國際認證模擬試題) (電子書),李啟龍  陳威達,中文電子書,88,510,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050217103/page/7/idx/33/cat/E05/pdf/1/spell/3
少年Py的大冒險-成為Python數據分析達人的第一門課 (電子書),季佳琪  蔡炎龍  陳先灝,中文電子書,,338,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050222994/page/7/idx/34/cat/E05/pdf/1/spell/3
一行指令學Python-用Pandas掌握商務大數據分析 (電子書),徐聖訓,中文電子書,,413,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050184583/page/7/idx/35/cat/E05/pdf/1/spell/3
黑帽Python|給駭客與滲透測試者的Python開發指南 第二版 (電子書),Justin Seitz  Tim Arnold  H&C,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050122070/page/7/idx/36/cat/E05/pdf/1/spell/3
【圖解】從入門到精通Excel╳Python資料處理術：搭配工作實務場景，輕鬆學會除錯、擷取、排序、彙整指定數據，製作QR碼也沒問題 (電子書),金宏和實  許郁文,中文電子書,,299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050145098/page/7/idx/37/cat/E05/pdf/1/spell/3
零基礎學會Python程式交易：一本讀懂Python實作金融資產配置 (電子書),劉承彥,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050180383/page/7/idx/38/cat/E05/pdf/1/spell/3
PyTorch深度學習與企業級項目實戰 (電子書),宋立林  宋立桓,中文電子書,,290,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252879/page/7/idx/39/cat/E05/pdf/1/spell/3
圖解機器學習與資料科學的數學基礎|使用Python (電子書),千葉彌平  松田雄馬  露木宏志  許郁文,中文電子書,88,572,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050141374/page/7/idx/40/cat/E05/pdf/1/spell/3
從零開始學Python程式設計(第六版)(適用Python 3.10以上) (電子書),李馨,中文電子書,88,633,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050238869/page/7/idx/41/cat/E05/pdf/1/spell/3
AI世代必備!Python×ChatGPT高效率工作術：從網路爬蟲到辦公室自動化超實務 (電子書),陳會安,中文電子書,,520,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050175939/page/7/idx/42/cat/E05/pdf/1/spell/3
資料結構-Python程式實作 (電子書),張元翔,中文電子書,,375,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050254313/page/7/idx/43/cat/E05/pdf/1/spell/3
Python編程從入門到實踐(第3版),（美）埃里克·馬瑟斯  袁國忠,簡體書,87,573,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11878650/page/7/idx/44/cat/CN1/pdf/1/spell/3
用12個流行應用程序學Python：從入門到精通,耿肇英,簡體書,87,459,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN13635617/page/7/idx/45/cat/CN1/pdf/1/spell/3
Think Python: How to Think Like a Computer Scientist,Allen  Downey,外文書,,1862,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a602779/page/7/idx/46/cat/F01/pdf/1/spell/3
Python自學聖經(第二版)：從程式素人到開發強者的技術與實戰大全 (電子書),文淵閣工作室,中文電子書,,880,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050111897/page/7/idx/47/cat/E05/pdf/1/spell/3
基於Python的金融分析與風險管理(暢享版·應用卷),斯文,簡體書,87,469,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN12170337/page/7/idx/48/cat/CN1/pdf/1/spell/3
Python for Mathematics,Knight  Vincent,外文書,,4019,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a991520/page/7/idx/49/cat/F01/pdf/1/spell/3
Python for Mathematics,Knight  Vincent,外文書,,12000,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a991523/page/7/idx/50/cat/F01/pdf/1/spell/3
Building Quantum Software in Python: A Developer’s Guide,Charlee  Constantin  Gonciulea  Stefanski,外文書,,3299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b080980/page/7/idx/51/cat/F01/pdf/1/spell/3
Programming with Python: And Its Applications to Physical Systems,M. Shubhakanta  Singh,外文書,,4019,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b172151/page/7/idx/52/cat/F01/pdf/1/spell/3
What Every Engineer Should Know about Python,Madachy  Raymond J.,外文書,,4019,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a970017/page/7/idx/53/cat/F01/pdf/1/spell/3
What Every Engineer Should Know about Python,Madachy  Raymond J.,外文書,,9600,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a970013/page/7/idx/54/cat/F01/pdf/1/spell/3
Python X ChatGPT程式設計實務：從入門到精通step by step (電子書),榮欽科技,中文電子書,88,457,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050230484/page/7/idx/55/cat/E05/pdf/1/spell/3
Python時間序列預測,（加）馬可·佩塞羅  翟世臣,簡體書,87,673,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11993678/page/7/idx/56/cat/CN1/pdf/1/spell/3
Optimum Python Power Series IV: Unleashing the Potential of Data Science with Machine Learning Techniques,Shambav  Shree,外文書,,2850,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b294895/page/7/idx/57/cat/F01/pdf/1/spell/3
Generative AI with LangChain - Second Edition: Build production-ready LLM applications and advanced agents using Python,Auffarth  Ben  Kuligin  Leonid,外文書,,3299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b293651/page/7/idx/58/cat/F01/pdf/1/spell/3
Python資料科學自學聖經：不只是建模!用實戰帶你預測趨勢、找出問題與發現價值 (電子書),文淵閣工作室  鄧文淵,中文電子書,,580,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050143398/page/7/idx/59/cat/E05/pdf/1/spell/3
Python程式入門與ChatGPT實用技巧：聰明使用AI小幫手，輕鬆提升程式撰寫效率 (電子書),榮欽科技,中文電子書,88,475,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050226856/page/7/idx/60/cat/E05/pdf/1/spell/3
"Automate the Boring Stuff with Python, 3rd Edition",Al  Sweigart,外文書,,2280,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a368853/page/8/idx/1/cat/F01/pdf/1/spell/3
3D Data Science with Python: Building Accurate Digital Environments with 3D Point Cloud Workflows,Florent  Poux,外文書,,3040,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a870757/page/8/idx/2/cat/F01/pdf/1/spell/3
Python for the Curious: A Comprehensive Introduction to Programming and Databases,Alex  Codesmith,外文書,,1328,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b293337/page/8/idx/3/cat/F01/pdf/1/spell/3
Python Programming Simplified: From Basic Scripts to Complex Queries,Jamie  Python,外文書,,1138,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b293336/page/8/idx/4/cat/F01/pdf/1/spell/3
The Expert’s Guide to Python and SQL: Navigating the Intricacies of Large Datasets and Dynamic Databases,Alex  Datanova,外文書,,1328,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b293219/page/8/idx/5/cat/F01/pdf/1/spell/3
"Financial Data Science with Python: An Integrated Approach to Analysis, Modeling, and Machine Learning",Chen  Haojun,外文書,,1444,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b269866/page/8/idx/6/cat/F01/pdf/1/spell/3
編程不難：全彩圖解+微課+Python編程,姜偉生,簡體書,87,1399,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11989161/page/8/idx/7/cat/CN1/pdf/1/spell/3
Python金融量化實戰--固定收益類產品分析,歐晨,簡體書,87,521,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11974510/page/8/idx/8/cat/CN1/pdf/1/spell/3
Python Experiments in Physics and Astronomy,Houlahan  Padraig,外文書,,6300,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a984342/page/8/idx/9/cat/F01/pdf/1/spell/3
Arduino專題製作與應用：Python連線控制篇 (電子書),陳明熒,中文電子書,,380,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050140366/page/8/idx/10/cat/E05/pdf/1/spell/3
數位與醫學的人工智慧影像處理技術：Python實務 (電子書),王旭正  蔡旻嶧  黃正達,中文電子書,,239,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050140363/page/8/idx/11/cat/E05/pdf/1/spell/3
Unlocking Python: A Comprehensive Guide for Beginners,Mitchell  Ryan,外文書,,1900,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a910300/page/8/idx/12/cat/F01/pdf/1/spell/3
The Object-Oriented Approach to Problem Solving and Machine Learning with Python,Hadid  Kuhail  Maha  Mathew  Mohammad Amin  Sujith Samuel,外文書,,3899,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a894467/page/8/idx/13/cat/F01/pdf/1/spell/3
The Object-Oriented Approach to Problem Solving and Machine Learning with Python,Hadid  Kuhail  Maha  Mathew  Mohammad Amin  Sujith Samuel,外文書,,7200,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a893839/page/8/idx/14/cat/F01/pdf/1/spell/3
Mobile Applications Development: With Python in Kivy Framework,Barua  Doshi  Hiran  Kamal Kant  Ruchi  Tarkeshwar,外文書,,2698,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a973576/page/8/idx/15/cat/F01/pdf/1/spell/3
Modern Time Series Forecasting with Python - Second Edition: Industry-ready machine learning and deep learning time,Jeffrey  Joseph  Manu  Tackes,外文書,,3189,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a979903/page/8/idx/16/cat/F01/pdf/1/spell/3
Optimum - Python Power - Series III - Unleashing the Potential of Data Science with Libraries,Shambav  Shree,外文書,,2940,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b294884/page/8/idx/17/cat/F01/pdf/1/spell/3
極速Python：高性能編碼、計算與數據分析,（美）蒂亞戈·羅德里格斯·安道  沈沖,簡體書,87,417,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11966427/page/8/idx/18/cat/CN1/pdf/1/spell/3
"Elements of Network Science: Theory, Methods and Applications in Stata, R and Python",Antonio  Zinilli,外文書,,7199,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b146127/page/8/idx/19/cat/F01/pdf/1/spell/3
"The Quick Python Book, Fourth Edition",Ceder  Naomi,外文書,,3299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b080977/page/8/idx/20/cat/F01/pdf/1/spell/3
The Python-Based Laboratory: A Hands-On Guide for Scientists and Engineers,Essick  John,外文書,,3600,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b097351/page/8/idx/21/cat/F01/pdf/1/spell/3
The Python-Based Laboratory: A Hands-On Guide for Scientists and Engineers,Essick  John,外文書,,10200,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b097346/page/8/idx/22/cat/F01/pdf/1/spell/3
Generative AI with LangChain: Build smart AI apps using LangChain and Python tools (English Edition),Hariom  Priyanka  Singh,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b260552/page/8/idx/23/cat/F01/pdf/1/spell/3
Python Simplified with Generative AI: Hands-on Python development with GenAI tools integrating data science and web,Ashley  Duc  Evan  M. Haba  R. Haba  T. Haba,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b260554/page/8/idx/24/cat/F01/pdf/1/spell/3
動手玩Python / MicroPython- ESP32物聯網互動設計 (電子書),楊明豐,中文電子書,88,580,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050201221/page/8/idx/25/cat/E05/pdf/1/spell/3
"Guide to Distributed Algorithms: Design, Analysis and Implementation Using Python",Erciyes  Kayhan,外文書,,3899,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a987103/page/8/idx/26/cat/F01/pdf/1/spell/3
金融科技實戰：Python與量化投資 (電子書),蔡立耑,中文電子書,,480,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050038439/page/8/idx/27/cat/E05/pdf/1/spell/3
Beginning Python with a Touch of SQL: Understanding Programming Fundamentals for Data Science,Query  Quill,外文書,,1138,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b257780/page/8/idx/28/cat/F01/pdf/1/spell/3
Advanced Python and SQL: Integrating Machine Learning Algorithms with Data-Driven Strategies,Coder  Intelligent,外文書,,1138,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b270171/page/8/idx/29/cat/F01/pdf/1/spell/3
Python for Data Professionals: Advanced Strategies for Complex Data Manipulation and Analysis,Sqlpy  Wizard,外文書,,1138,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b257778/page/8/idx/30/cat/F01/pdf/1/spell/3
Python & SQL Essentials: A Beginner’s Guide to Programming and Database Management,Digit  Whisperer,外文書,,1138,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b257779/page/8/idx/31/cat/F01/pdf/1/spell/3
超簡單Python/MicroPython物聯網應用：堆積木寫程式輕鬆學習軟硬體整合(第三版) (電子書),陳會安,中文電子書,88,633,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050241258/page/8/idx/32/cat/E05/pdf/1/spell/3
AI時代Python金融大數據分析實戰：ChatGPT讓金融大數據分析插上翅膀,關東升,簡體書,87,465,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11940979/page/8/idx/33/cat/CN1/pdf/1/spell/3
AI時代Python量化交易實戰：ChatGPT讓量化交易插上翅膀,關東升，韓文鋒,簡體書,79,374,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11940843/page/8/idx/34/cat/CN1/pdf/1/spell/3
Natural Language Processing: A Textbook with Python Implementation,Lee  Raymond,外文書,,5099,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b231330/page/8/idx/35/cat/F01/pdf/1/spell/3
Interpretability and Explainability in AI Using Python: Decrypt AI Decision-Making Using Interpretability and,Aruna  Chakkirala,外文書,,2087,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b230128/page/8/idx/36/cat/F01/pdf/1/spell/3
圖說運算思維與演算邏輯：使用Python+ChatGPT，訓練系統化思考與問題解析方法 (電子書),榮欽科技,中文電子書,88,369,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050203103/page/8/idx/37/cat/E05/pdf/1/spell/3
Applied Marketing Analytics Using Python,Gokhan  Kübler  Raoul V.  Yildirim,外文書,,9060,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a916052/page/8/idx/38/cat/F01/pdf/1/spell/3
Applied Marketing Analytics Using Python,Gokhan  Kübler  Raoul V.  Yildirim,外文書,,10740,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a916055/page/8/idx/39/cat/F01/pdf/1/spell/3
Python專案開發全程實錄 (電子書),明日科技,中文電子書,,377,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252948/page/8/idx/40/cat/E05/pdf/1/spell/3
Hands-On APIs for AI and Data Science: Python Development with Fastapi,Day  Ryan,外文書,,2280,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a937254/page/8/idx/41/cat/F01/pdf/1/spell/3
Python with a Dog Inside It,Max  McDonough,外文書,,758,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a904839/page/8/idx/42/cat/F01/pdf/1/spell/3
Python量化交易實戰——使用vn.py構建交易系統 (電子書),歐陽鵬程,中文電子書,,332,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252762/page/8/idx/43/cat/E05/pdf/1/spell/3
用Python學程式設計運算思維-第二版(涵蓋ITS Python國際認證模擬試題) (電子書),李啟龍,中文電子書,,420,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050139010/page/8/idx/44/cat/E05/pdf/1/spell/3
"Lean Six Sigma 4.0: Optimizing Processes, Reducing Waste, and Driving Efficiency with AI & Python",Dakubo  Francis,外文書,,6600,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b182411/page/8/idx/45/cat/F01/pdf/1/spell/3
一行指令學Python：用機器學習掌握人工智慧 (電子書),徐聖訓,中文電子書,,390,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050184596/page/8/idx/46/cat/E05/pdf/1/spell/3
培養刷題基本功|Python程式設計師的頭腦體操 (電子書),増井敏克  許郁文,中文電子書,88,396,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050137152/page/8/idx/47/cat/E05/pdf/1/spell/3
Python遊戲開發講座入門篇|基礎知識與RPG遊戲 (電子書),廣瀬豪  許郁文,中文電子書,,750,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050137154/page/8/idx/48/cat/E05/pdf/1/spell/3
零基礎玩轉DeepSeek：秒懂Python編程,張志剛（編著）,簡體書,87,312,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN15257494/page/8/idx/49/cat/CN1/pdf/1/spell/3
Python物理建模初學者指南(第2版),（美）傑西·M.金德，（美）菲利普·納爾遜  吳進操,簡體書,87,469,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN14800048/page/8/idx/50/cat/CN1/pdf/1/spell/3
"Python Polars: The Definitive Guide: Transforming, Analyzing, and Visualizing Data with a Fast and Expressive Dataframe",,外文書,,3040,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a776211/page/8/idx/51/cat/F01/pdf/1/spell/3
Machine Learning and AI with Simple Python and MATLAB Scripts,M. Umit  Uyar,外文書,,5445,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a938180/page/8/idx/52/cat/F01/pdf/1/spell/3
"Generative AI with Python and PyTorch - Second Edition: Navigating the AI frontier with LLMs, Stable Diffusion, and",Babcock  Bali  Joseph  Raghav,外文書,,3024,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b167816/page/8/idx/53/cat/F01/pdf/1/spell/3
Plague of Pythons,Bob  Frederik  Pohl  Ritter,外文書,,877,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b217678/page/8/idx/54/cat/F01/pdf/1/spell/3
Python數據視覺化：科技圖表繪製 (電子書),芯智,中文電子書,,542,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252965/page/8/idx/55/cat/E05/pdf/1/spell/3
Python 投資停看聽：運用 Open data 打造自動化燈號，學會金融分析精準投資法(iT邦幫忙鐵人賽系列書) (電子書),吳東霖,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050134528/page/8/idx/56/cat/E05/pdf/1/spell/3
Business Analytics with Python: Essential Skills for Business Students,Bowei  Chen  Gerhard  Kling,外文書,,3540,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a737730/page/8/idx/57/cat/F01/pdf/1/spell/3
Business Analytics with Python: Essential Skills for Business Students,Bowei  Chen  Gerhard  Kling,外文書,,12240,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a737734/page/8/idx/58/cat/F01/pdf/1/spell/3
Python玩轉Excel：輕鬆實現高效辦公 (電子書),洪錦魁,中文電子書,,594,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050206181/page/8/idx/59/cat/E05/pdf/1/spell/3
"DevOps for Python: Master automation, CI/CD pipelines, and containerization with Python DevOps strategies (English",Chacko  Varghese,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b163034/page/8/idx/60/cat/F01/pdf/1/spell/3
"Silicon Valley Python Engineer Interview Guide: Data Structure, Algorithm, and System Design",Andric  Jianfeng  Li  Ren,外文書,,3899,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b170512/page/9/idx/1/cat/F01/pdf/1/spell/3
圖解資料結構 × 演算法：運用 Python 結合 ChatGPT 輔助驗證及寫程式 (電子書),胡昭民,中文電子書,,520,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050184370/page/9/idx/2/cat/E05/pdf/1/spell/3
最新Python基礎必修課(含ITS Python國際認證模擬試題) (電子書),何嘉益  張力元  張志成  蔡文龍,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050122066/page/9/idx/3/cat/E05/pdf/1/spell/3
Python GPT Cookbook: 75+ practical recipes for building NLP solutions for the real world (English Edition),Neil  Williams,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b163028/page/9/idx/4/cat/F01/pdf/1/spell/3
Python網路爬蟲與資料分析入門實戰 (電子書),林俊瑋  林修博,中文電子書,,199,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050043579/page/9/idx/5/cat/E05/pdf/1/spell/3
Python程式設計：從入門到進階應用 (電子書),黃建庭,中文電子書,,375,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050263616/page/9/idx/6/cat/E05/pdf/1/spell/3
Mechanics of Materials: Formulation and Solution with Python,GUI-Rong  Liu,外文書,,10680,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a799760/page/9/idx/7/cat/F01/pdf/1/spell/3
"Fun with Raspberry Pi: A practical guide to Raspberry Pi hardware interfacing, Python programming, and IoT system",Joaquín  Salgado,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b156190/page/9/idx/8/cat/F01/pdf/1/spell/3
Machine Learning in Farm Animal Behavior Using Python,Abir  Hussain  Kleanthous  Natasa,外文書,,9350,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a962768/page/9/idx/9/cat/F01/pdf/1/spell/3
Python Maps: Geospatial Visualization with Python,Adam  Symington  Mitchell  Tyler,外文書,,3600,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b145604/page/9/idx/10/cat/F01/pdf/1/spell/3
Advanced Python Scripting for ArcGIS Pro,,外文書,,5700,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b101843/page/9/idx/11/cat/F01/pdf/1/spell/3
Python Scripting for ArcGIS Pro,,外文書,,6080,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b101845/page/9/idx/12/cat/F01/pdf/1/spell/3
Applied Statistics with Python,Kaganovskiy  Leon,外文書,,4949,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a921005/page/9/idx/13/cat/F01/pdf/1/spell/3
"Fun with Python: Developing mobile apps, automating tasks, and analyzing cryptocurrency trends (English Edition)",Hubert  Piotrowski,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b147777/page/9/idx/14/cat/F01/pdf/1/spell/3
Analysts and Engineers using Python,James  K. C.,外文書,,3040,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b162545/page/9/idx/15/cat/F01/pdf/1/spell/3
爬蟲在手 資料我有：7堂課學會高效率Scrapy爬蟲(iT邦幫忙鐵人賽系列書) (電子書),簡學群,中文電子書,88,299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050096285/page/9/idx/16/cat/E05/pdf/1/spell/3
量子機器學習：基於Python的理論和實現,姜楠，王健，張蕊,簡體書,87,360,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11977800/page/9/idx/17/cat/CN1/pdf/1/spell/3
Python Programming for Beginners: The Ultimate Guide for Beginners to Learn Python Programming,Clear  Gabrielle,外文書,,1328,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b137046/page/9/idx/18/cat/F01/pdf/1/spell/3
Learn Quantum Computing with Python and IBM Quantum - Second Edition: Write your own practical quantum programs with,Loredo  Robert,外文書,,2474,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b104366/page/9/idx/19/cat/F01/pdf/1/spell/3
無痛上手量化合約程式交易：Python × Pandas × TA-Lib從零打造專屬量化合約機器人 (電子書),張嘉慶,中文電子書,,500,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050161202/page/9/idx/20/cat/E05/pdf/1/spell/3
強化學習入門：基於Python,吳喜之  張敏,簡體書,87,256,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11864744/page/9/idx/21/cat/CN1/pdf/1/spell/3
Chaos Engineering with Python: Python-powered techniques for building resilient systems through chaos engineering,Mandeep  Ubhi,外文書,,2277,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b130935/page/9/idx/22/cat/F01/pdf/1/spell/3
Practical Post-Quantum Signatures: Falcon and Solmae with Python,Kim  Kwangjo,外文書,,3299,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b001948/page/9/idx/23/cat/F01/pdf/1/spell/3
Python：股票×ETF量化交易實戰105個活用技巧 (電子書),劉承彥,中文電子書,,269,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050155373/page/9/idx/24/cat/E05/pdf/1/spell/3
Geocomputation with Python,Anita  Dorman  Graser  Jakub  Michael  Nowosad,外文書,,3079,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a909419/page/9/idx/25/cat/F01/pdf/1/spell/3
Geocomputation with Python,Anita  Dorman  Graser  Jakub  Michael  Nowosad,外文書,,8250,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a909418/page/9/idx/26/cat/F01/pdf/1/spell/3
"Python Programming for Young Coders: A Hands-On, Project-Based Introduction to Coding for Beginners, Kids, and Teens",Anand  Pandey,外文書,,823,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b123174/page/9/idx/27/cat/F01/pdf/1/spell/3
Python Love,Arntfield  Shannon,外文書,,760,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a858664/page/9/idx/28/cat/F01/pdf/1/spell/3
Python風格徹底研究|超詳實、好理解的Python必學主題 (電子書),Jason C McDonald  H&C,中文電子書,88,862,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050211890/page/9/idx/29/cat/E05/pdf/1/spell/3
The Python Spirit is sent to Strangle our Success,Alan  Pateman,外文書,,549,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b110132/page/9/idx/30/cat/F01/pdf/1/spell/3
Security Automation with Python: Practical Python solutions for automating and scaling security operations,Corey Charles  Sr.,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b104574/page/9/idx/31/cat/F01/pdf/1/spell/3
Build a Robo Advisor with Python (from Scratch): Automate Your Financial and Investment Decisions,Alex  Michalka  Reider  Rob,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a131782/page/9/idx/32/cat/F01/pdf/1/spell/3
